PLAYER_NAME,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y
Kayla Thornton,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,39,40
Brittney Griner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-35,39
Isabelle Harrison,Mid-Range,Center(C),16-24 ft.,19,2,198
Satou Sabally,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,57,36
Shatori Walker-Kimbrough,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-24,74
Satou Sabally,Restricted Area,Center(C),Less Than 8 ft.,3,-27,15
Allisha Gray,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-44,37
Arike Ogunbowale,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-15,40
Alanna Smith,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,48,34
Arike Ogunbowale,Above the Break 3,Left Side Center(LC),24+ ft.,24,-147,194
Bria Hartley,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,37,40
Nia Coffey,Above the Break 3,Center(C),24+ ft.,26,-14,269
Kayla Thornton,Above the Break 3,Right Side Center(RC),24+ ft.,26,189,181
Nia Coffey,Mid-Range,Center(C),16-24 ft.,20,-11,208
Kia Vaughn,Mid-Range,Left Side(L),16-24 ft.,16,-165,38
Skylar Diggins-Smith,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-17,68
Skylar Diggins-Smith,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-1
Arike Ogunbowale,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,-13
Skylar Diggins-Smith,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-48,34
Bella Alarie,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,61,20
Katie Lou Samuelson,Above the Break 3,Center(C),24+ ft.,26,8,268
Brittney Griner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-63,43
Sophie Cunningham,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,41,23
Satou Sabally,Above the Break 3,Left Side Center(LC),24+ ft.,24,-195,140
Brianna Turner,Mid-Range,Left Side(L),8-16 ft.,9,-81,41
Brianna Turner,Restricted Area,Center(C),Less Than 8 ft.,3,24,27
Moriah Jefferson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,31,36
Brittney Griner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,46,31
Skylar Diggins-Smith,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-50,40
Brianna Turner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-59,14
Katie Lou Samuelson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-27,33
Allisha Gray,Restricted Area,Center(C),Less Than 8 ft.,3,-29,27
Brittney Griner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,12,76
Allisha Gray,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-74,45
Skylar Diggins-Smith,Above the Break 3,Right Side Center(RC),24+ ft.,25,157,204
Skylar Diggins-Smith,In The Paint (Non-RA),Center(C),8-16 ft.,9,-25,90
Brianna Turner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,61,-7
Allisha Gray,Above the Break 3,Right Side Center(RC),24+ ft.,27,142,232
Nia Coffey,Mid-Range,Center(C),8-16 ft.,15,14,157
Bria Hartley,Mid-Range,Center(C),16-24 ft.,18,-38,183
Allisha Gray,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,17,52
Brittney Griner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-10,50
Alanna Smith,Above the Break 3,Center(C),24+ ft.,25,-27,257
Nia Coffey,Above the Break 3,Left Side Center(LC),24+ ft.,24,-217,107
Arike Ogunbowale,Mid-Range,Left Side Center(LC),16-24 ft.,19,-135,138
Satou Sabally,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Brittney Griner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,9,40
Brianna Turner,Restricted Area,Center(C),Less Than 8 ft.,2,-24,16
Allisha Gray,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-54,17
Brittney Griner,Restricted Area,Center(C),Less Than 8 ft.,3,19,33
Arike Ogunbowale,Above the Break 3,Left Side Center(LC),24+ ft.,26,-171,208
Bria Hartley,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,36,63
Skylar Diggins-Smith,Above the Break 3,Right Side Center(RC),24+ ft.,24,132,206
Arike Ogunbowale,Mid-Range,Center(C),16-24 ft.,19,49,191
Marina Mabrey,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,49,22
Arike Ogunbowale,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,61,41
Brittney Griner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-42,60
Tyasha Harris,Mid-Range,Right Side Center(RC),16-24 ft.,20,110,169
Bria Hartley,Above the Break 3,Left Side Center(LC),24+ ft.,24,-161,188
Brianna Turner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,43,53
Tyasha Harris,Above the Break 3,Right Side Center(RC),24+ ft.,25,108,234
Brittney Griner,Mid-Range,Center(C),8-16 ft.,14,15,142
Katie Lou Samuelson,Restricted Area,Center(C),Less Than 8 ft.,3,10,34
Kahleah Copper,Above the Break 3,Right Side Center(RC),24+ ft.,24,86,231
Jewell Loyd,Above the Break 3,Center(C),16-24 ft.,23,25,233
Azurá Stevens,Restricted Area,Center(C),Less Than 8 ft.,3,25,17
Allie Quigley,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,60,74
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,1,-16,-1
Breanna Stewart,Mid-Range,Left Side(L),8-16 ft.,9,-98,2
Alysha Clark,Restricted Area,Center(C),Less Than 8 ft.,1,-19,2
Allie Quigley,Above the Break 3,Left Side Center(LC),24+ ft.,24,-185,164
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Sami Whitcomb,Above the Break 3,Right Side Center(RC),24+ ft.,23,197,135
Allie Quigley,Above the Break 3,Center(C),24+ ft.,25,50,250
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,1,14,-3
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,1,14,-1
Ezi Magbegor,Restricted Area,Center(C),Less Than 8 ft.,1,18,-1
Cheyenne Parker,Restricted Area,Center(C),Less Than 8 ft.,3,-13,30
Ezi Magbegor,Restricted Area,Center(C),Less Than 8 ft.,2,-5,23
Cheyenne Parker,Above the Break 3,Left Side Center(LC),24+ ft.,25,-86,237
Sami Whitcomb,Above the Break 3,Left Side(L),16-24 ft.,22,-216,68
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,2,-19,20
Sami Whitcomb,Restricted Area,Center(C),Less Than 8 ft.,1,-13,4
Ezi Magbegor,Restricted Area,Center(C),Less Than 8 ft.,1,15,11
Diamond DeShields,Restricted Area,Center(C),Less Than 8 ft.,2,26,11
Kahleah Copper,Restricted Area,Center(C),Less Than 8 ft.,2,-11,22
Alysha Clark,Above the Break 3,Right Side Center(RC),24+ ft.,24,153,188
Cheyenne Parker,Mid-Range,Right Side(R),8-16 ft.,12,116,46
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,2,24,13
Ruthy Hebard,Restricted Area,Center(C),Less Than 8 ft.,2,-12,18
Alysha Clark,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-108,209
Breanna Stewart,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,75,81
Sami Whitcomb,Restricted Area,Center(C),Less Than 8 ft.,2,18,9
Alysha Clark,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Courtney Vandersloot,Restricted Area,Center(C),Less Than 8 ft.,2,23,-4
Breanna Stewart,Above the Break 3,Left Side Center(LC),24+ ft.,25,-159,200
Cheyenne Parker,Above the Break 3,Center(C),16-24 ft.,23,71,220
Kahleah Copper,Restricted Area,Center(C),Less Than 8 ft.,1,17,10
Ruthy Hebard,Restricted Area,Center(C),Less Than 8 ft.,2,22,2
Ruthy Hebard,Restricted Area,Center(C),Less Than 8 ft.,2,26,10
Allie Quigley,Above the Break 3,Left Side Center(LC),24+ ft.,23,-120,206
Ruthy Hebard,Restricted Area,Center(C),Less Than 8 ft.,2,-21,-1
Ezi Magbegor,Restricted Area,Center(C),Less Than 8 ft.,2,20,19
Azurá Stevens,Restricted Area,Center(C),Less Than 8 ft.,3,24,20
Ezi Magbegor,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Ruthy Hebard,Restricted Area,Center(C),Less Than 8 ft.,2,19,11
Breanna Stewart,Above the Break 3,Center(C),24+ ft.,23,25,238
Sami Whitcomb,Above the Break 3,Right Side(R),24+ ft.,24,228,83
Jewell Loyd,Above the Break 3,Right Side(R),24+ ft.,24,226,81
Kahleah Copper,Mid-Range,Right Side(R),8-16 ft.,15,114,109
Jordin Canada,Mid-Range,Left Side(L),8-16 ft.,15,-81,132
Gabby Williams,Restricted Area,Center(C),Less Than 8 ft.,2,23,10
Sami Whitcomb,Mid-Range,Left Side(L),16-24 ft.,17,-143,94
Jewell Loyd,Mid-Range,Center(C),16-24 ft.,18,46,175
Diamond DeShields,In The Paint (Non-RA),Center(C),8-16 ft.,10,-35,95
Ezi Magbegor,Restricted Area,Center(C),Less Than 8 ft.,3,2,33
Allie Quigley,Mid-Range,Right Side(R),8-16 ft.,10,81,61
Cheyenne Parker,Restricted Area,Center(C),Less Than 8 ft.,2,17,12
Azurá Stevens,Above the Break 3,Center(C),24+ ft.,24,-72,233
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,3,-18,31
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,2,-13,17
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,1,14,14
Jordin Canada,Restricted Area,Center(C),Less Than 8 ft.,2,-11,23
Gabby Williams,Restricted Area,Center(C),Less Than 8 ft.,1,11,-1
Alysha Clark,Restricted Area,Center(C),Less Than 8 ft.,2,20,18
Diamond DeShields,Restricted Area,Center(C),Less Than 8 ft.,1,19,4
Morgan Tuck,Restricted Area,Center(C),Less Than 8 ft.,3,2,31
Tianna Hawkins,Above the Break 3,Left Side Center(LC),24+ ft.,26,-146,222
Damiris Dantas,Restricted Area,Center(C),Less Than 8 ft.,2,28,7
Sylvia Fowles,Restricted Area,Center(C),Less Than 8 ft.,1,-17,4
Tianna Hawkins,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-40,30
Sylvia Fowles,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-38,32
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,1,-14,14
Emma Meesseman,Mid-Range,Right Side(R),8-16 ft.,14,117,89
Crystal Dangerfield,Above the Break 3,Right Side Center(RC),24+ ft.,26,98,246
Damiris Dantas,Restricted Area,Center(C),Less Than 8 ft.,3,15,28
Kayla Alexander,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-43,10
Rachel Banham,Above the Break 3,Center(C),24+ ft.,25,24,251
Essence Carson,Restricted Area,Center(C),Less Than 8 ft.,1,11,14
Sylvia Fowles,Restricted Area,Center(C),Less Than 8 ft.,2,-25,6
Myisha Hines-Allen,Mid-Range,Left Side Center(LC),16-24 ft.,19,-156,124
Rachel Banham,Above the Break 3,Left Side Center(LC),24+ ft.,25,-150,210
Ariel Atkins,Mid-Range,Center(C),16-24 ft.,16,-2,164
Damiris Dantas,Restricted Area,Center(C),Less Than 8 ft.,0,6,4
Myisha Hines-Allen,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,5,44
Emma Meesseman,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-48,38
Damiris Dantas,Above the Break 3,Left Side Center(LC),24+ ft.,24,-125,214
Napheesa Collier,In The Paint (Non-RA),Center(C),8-16 ft.,9,-11,99
Leilani Mitchell,Restricted Area,Center(C),Less Than 8 ft.,2,-23,14
Crystal Dangerfield,Above the Break 3,Right Side Center(RC),24+ ft.,25,125,219
Crystal Dangerfield,In The Paint (Non-RA),Center(C),8-16 ft.,14,-72,128
Sylvia Fowles,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-24,34
Mikiah Herbert Harrigan,Mid-Range,Left Side(L),8-16 ft.,14,-114,92
Mikiah Herbert Harrigan,Mid-Range,Right Side(R),16-24 ft.,19,193,37
Crystal Dangerfield,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,62,16
Mikiah Herbert Harrigan,Above the Break 3,Left Side Center(LC),24+ ft.,25,-104,235
Emma Meesseman,Mid-Range,Left Side(L),16-24 ft.,19,-193,4
Ariel Atkins,Above the Break 3,Right Side Center(RC),24+ ft.,25,207,150
Myisha Hines-Allen,Mid-Range,Right Side(R),16-24 ft.,19,195,17
Sylvia Fowles,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,24
Emma Meesseman,In The Paint (Non-RA),Center(C),8-16 ft.,13,-46,122
Shey Peddy,Left Corner 3,Left Side(L),24+ ft.,23,-236,-1
Rachel Banham,In The Paint (Non-RA),Center(C),8-16 ft.,14,65,130
Tianna Hawkins,Above the Break 3,Center(C),24+ ft.,29,-59,284
Sylvia Fowles,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,48,23
Napheesa Collier,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-35,24
Sylvia Fowles,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,20
Rachel Banham,Restricted Area,Center(C),Less Than 8 ft.,2,24,12
Myisha Hines-Allen,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-66,10
Crystal Dangerfield,Mid-Range,Right Side(R),8-16 ft.,12,113,54
Shey Peddy,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-55,25
Kayla McBride,Mid-Range,Center(C),16-24 ft.,19,-14,191
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,1,15,4
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Julie Allemand,Above the Break 3,Right Side Center(RC),16-24 ft.,23,186,141
Angel McCoughtry,Restricted Area,Center(C),Less Than 8 ft.,2,-22,18
Tiffany Mitchell,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,74,45
Tiffany Mitchell,Restricted Area,Center(C),Less Than 8 ft.,1,18,6
Angel McCoughtry,Restricted Area,Center(C),Less Than 8 ft.,2,26,14
A'ja Wilson,Restricted Area,Center(C),Less Than 8 ft.,2,24,15
Carolyn Swords,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Kelsey Mitchell,Restricted Area,Center(C),Less Than 8 ft.,2,-21,6
Angel McCoughtry,Restricted Area,Center(C),Less Than 8 ft.,1,-14,7
Candice Dupree,Mid-Range,Left Side(L),16-24 ft.,19,-165,96
Danielle Robinson,In The Paint (Non-RA),Center(C),8-16 ft.,15,65,138
Kelsey Mitchell,Restricted Area,Center(C),Less Than 8 ft.,3,32,22
Candice Dupree,Mid-Range,Left Side(L),16-24 ft.,19,-195,22
Jackie Young,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,22
Candice Dupree,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,51,38
Sugar Rodgers,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-20,43
Natalie Achonwa,Mid-Range,Center(C),16-24 ft.,19,2,193
Danielle Robinson,Restricted Area,Center(C),Less Than 8 ft.,2,-17,18
Dearica Hamby,Restricted Area,Center(C),Less Than 8 ft.,3,-26,27
Candice Dupree,Mid-Range,Left Side(L),16-24 ft.,19,-163,113
Dearica Hamby,Restricted Area,Center(C),Less Than 8 ft.,1,-12,14
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,1,15,11
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,2,17,12
Angel McCoughtry,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,49,58
Lauren Cox,Above the Break 3,Center(C),24+ ft.,24,13,240
Angel McCoughtry,Above the Break 3,Right Side Center(RC),24+ ft.,24,83,233
Kelsey Mitchell,Mid-Range,Right Side Center(RC),16-24 ft.,20,118,168
A'ja Wilson,Restricted Area,Center(C),Less Than 8 ft.,2,-9,18
Kayla McBride,Above the Break 3,Left Side Center(LC),24+ ft.,24,-157,188
Kennedy Burke,Restricted Area,Center(C),Less Than 8 ft.,1,-14,12
Dearica Hamby,Above the Break 3,Right Side Center(RC),24+ ft.,25,97,238
Julie Allemand,Above the Break 3,Right Side Center(RC),24+ ft.,24,81,230
Angel McCoughtry,Restricted Area,Center(C),Less Than 8 ft.,1,-13,11
Candice Dupree,Mid-Range,Left Side(L),16-24 ft.,18,-186,31
Jackie Young,In The Paint (Non-RA),Center(C),8-16 ft.,8,-12,84
Natalie Achonwa,Mid-Range,Right Side Center(RC),16-24 ft.,18,135,126
Candice Dupree,In The Paint (Non-RA),Center(C),8-16 ft.,10,-48,91
Tiffany Mitchell,Restricted Area,Center(C),Less Than 8 ft.,3,31,7
Candice Dupree,Restricted Area,Center(C),Less Than 8 ft.,2,24,10
Kayla McBride,Restricted Area,Center(C),Less Than 8 ft.,3,25,18
Danielle Robinson,Restricted Area,Center(C),Less Than 8 ft.,2,22,15
Kelsey Mitchell,Mid-Range,Right Side(R),8-16 ft.,14,111,98
Jackie Young,Restricted Area,Center(C),Less Than 8 ft.,3,-25,30
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,1,-11,12
Tiffany Mitchell,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,33,31
Angel McCoughtry,Restricted Area,Center(C),Less Than 8 ft.,3,-31,15
Kelsey Mitchell,Restricted Area,Center(C),Less Than 8 ft.,2,-11,18
A'ja Wilson,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Candice Dupree,Restricted Area,Center(C),Less Than 8 ft.,1,-11,15
Carolyn Swords,Restricted Area,Center(C),Less Than 8 ft.,3,-30,7
Candice Dupree,Mid-Range,Left Side Center(LC),16-24 ft.,17,-85,156
Kayla McBride,Mid-Range,Center(C),16-24 ft.,19,22,195
Angel McCoughtry,In The Paint (Non-RA),Center(C),8-16 ft.,10,-15,107
Lauren Cox,Restricted Area,Center(C),Less Than 8 ft.,3,8,34
Angel McCoughtry,Restricted Area,Center(C),Less Than 8 ft.,1,9,13
Lauren Cox,Restricted Area,Center(C),Less Than 8 ft.,2,19,23
A'ja Wilson,Restricted Area,Center(C),Less Than 8 ft.,1,-10,8
Jackie Young,Restricted Area,Center(C),Less Than 8 ft.,1,-13,5
Jackie Young,In The Paint (Non-RA),Center(C),8-16 ft.,9,-39,83
Tiffany Mitchell,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,18
Sugar Rodgers,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-132,195
Tiffany Mitchell,Restricted Area,Center(C),Less Than 8 ft.,2,-22,8
Dearica Hamby,Mid-Range,Right Side Center(RC),16-24 ft.,19,95,171
Jackie Young,Restricted Area,Center(C),Less Than 8 ft.,2,-25,11
Danielle Robinson,Restricted Area,Center(C),Less Than 8 ft.,2,22,4
A'ja Wilson,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Dearica Hamby,Restricted Area,Center(C),Less Than 8 ft.,2,-24,12
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Kayla McBride,Mid-Range,Left Side(L),8-16 ft.,14,-113,95
Sugar Rodgers,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-25,34
Sydney Wiese,Restricted Area,Center(C),Less Than 8 ft.,2,0,20
Nneka Ogwumike,Above the Break 3,Left Side Center(LC),24+ ft.,24,-86,230
Sydney Wiese,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-82,219
Brittney Sykes,Mid-Range,Left Side Center(LC),16-24 ft.,17,-75,162
Chelsea Gray,In The Paint (Non-RA),Center(C),8-16 ft.,9,-47,83
Candace Parker,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-119,199
Layshia Clarendon,Restricted Area,Center(C),Less Than 8 ft.,3,27,18
Candace Parker,Above the Break 3,Left Side Center(LC),24+ ft.,24,-145,192
Kia Nurse,Above the Break 3,Left Side Center(LC),24+ ft.,25,-87,237
Riquna Williams,In The Paint (Non-RA),Center(C),8-16 ft.,10,-47,97
Jazmine Jones,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,0,63
Te'a Cooper,Restricted Area,Center(C),Less Than 8 ft.,2,-22,15
Riquna Williams,Above the Break 3,Right Side(R),16-24 ft.,23,215,86
Riquna Williams,Above the Break 3,Left Side Center(LC),24+ ft.,24,-154,187
Nneka Ogwumike,Restricted Area,Center(C),Less Than 8 ft.,2,17,11
Jazmine Jones,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-22,40
Riquna Williams,Mid-Range,Right Side Center(RC),16-24 ft.,18,79,170
Reshanda Gray,Restricted Area,Center(C),Less Than 8 ft.,1,13,11
Megan Walker,Restricted Area,Center(C),Less Than 8 ft.,3,-11,31
Chelsea Gray,Restricted Area,Center(C),Less Than 8 ft.,2,25,11
Kiah Stokes,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,35,23
Jazmine Jones,Above the Break 3,Left Side Center(LC),24+ ft.,25,-143,210
Brittney Sykes,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,12,61
Brittney Sykes,Mid-Range,Left Side(L),16-24 ft.,17,-147,96
Leaonna Odom,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Candace Parker,Mid-Range,Right Side Center(RC),16-24 ft.,18,123,133
Kiah Stokes,Above the Break 3,Left Side Center(LC),24+ ft.,25,-157,199
Candace Parker,Restricted Area,Center(C),Less Than 8 ft.,2,18,22
Candace Parker,Restricted Area,Center(C),Less Than 8 ft.,2,-26,12
Brittney Sykes,Mid-Range,Center(C),16-24 ft.,17,-22,171
Jazmine Jones,Mid-Range,Center(C),8-16 ft.,15,-76,140
Sydney Wiese,Above the Break 3,Center(C),24+ ft.,25,-61,249
Layshia Clarendon,Restricted Area,Center(C),Less Than 8 ft.,3,25,21
Sydney Wiese,Above the Break 3,Right Side Center(RC),24+ ft.,25,170,185
Brittney Sykes,Restricted Area,Center(C),Less Than 8 ft.,3,2,33
Amanda Zahui B,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-96,216
Amanda Zahui B,Above the Break 3,Right Side(R),16-24 ft.,23,203,109
Sydney Wiese,Above the Break 3,Right Side Center(RC),24+ ft.,25,133,212
Candace Parker,Restricted Area,Center(C),Less Than 8 ft.,3,28,19
Amanda Zahui B,Above the Break 3,Center(C),24+ ft.,24,22,241
Kylee Shook,In The Paint (Non-RA),Center(C),8-16 ft.,12,-30,122
Candace Parker,Restricted Area,Center(C),Less Than 8 ft.,3,25,23
Jazmine Jones,Mid-Range,Right Side Center(RC),16-24 ft.,18,132,135
Layshia Clarendon,Above the Break 3,Center(C),24+ ft.,23,13,238
Marie Gülich,Mid-Range,Center(C),16-24 ft.,17,32,169
Jazmine Jones,Restricted Area,Center(C),Less Than 8 ft.,3,-24,21
Riquna Williams,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-190,142
Riquna Williams,Mid-Range,Center(C),16-24 ft.,20,11,205
Nneka Ogwumike,Restricted Area,Center(C),Less Than 8 ft.,3,-23,27
Te'a Cooper,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,31,31
Sydney Wiese,Above the Break 3,Left Side Center(LC),24+ ft.,23,-181,157
Jocelyn Willoughby,Restricted Area,Center(C),Less Than 8 ft.,1,18,-1
Riquna Williams,Restricted Area,Center(C),Less Than 8 ft.,2,-12,24
Leaonna Odom,Restricted Area,Center(C),Less Than 8 ft.,2,25,-1
Jazmine Jones,Restricted Area,Center(C),Less Than 8 ft.,2,17,12
Jazmine Jones,Restricted Area,Center(C),Less Than 8 ft.,3,15,33
Brittney Sykes,Restricted Area,Center(C),Less Than 8 ft.,1,-8,9
Megan Walker,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-144,184
Megan Walker,Restricted Area,Center(C),Less Than 8 ft.,1,-16,7
Isabelle Harrison,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-59,25
Brionna Jones,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-24,34
Arike Ogunbowale,Mid-Range,Center(C),16-24 ft.,18,17,183
Allisha Gray,Restricted Area,Center(C),Less Than 8 ft.,2,25,10
Satou Sabally,Above the Break 3,Right Side Center(RC),24+ ft.,24,170,174
Jasmine Thomas,Mid-Range,Left Side Center(LC),16-24 ft.,19,-146,136
Arike Ogunbowale,Mid-Range,Left Side Center(LC),16-24 ft.,20,-119,170
Allisha Gray,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,15,45
Alyssa Thomas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-24,68
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Bella Alarie,Mid-Range,Right Side(R),8-16 ft.,14,143,17
Satou Sabally,Restricted Area,Center(C),Less Than 8 ft.,3,26,17
Jasmine Thomas,Above the Break 3,Left Side(L),24+ ft.,22,-221,62
Tyasha Harris,Above the Break 3,Right Side(R),16-24 ft.,23,218,85
Tyasha Harris,Mid-Range,Right Side Center(RC),16-24 ft.,19,79,182
Natisha Hiedeman,Restricted Area,Center(C),Less Than 8 ft.,3,26,18
Allisha Gray,Restricted Area,Center(C),Less Than 8 ft.,3,-26,20
Isabelle Harrison,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Kaila Charles,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,35,23
Kayla Thornton,In The Paint (Non-RA),Center(C),8-16 ft.,9,34,93
Alyssa Thomas,Restricted Area,Center(C),Less Than 8 ft.,3,-12,29
Alyssa Thomas,Restricted Area,Center(C),Less Than 8 ft.,2,25,15
Bella Alarie,Restricted Area,Center(C),Less Than 8 ft.,2,-20,9
