PLAYER_NAME,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y
Riquna Williams,Above the Break 3,Left Side Center(LC),24+ ft.,24,-96,224
Seimone Augustus,Mid-Range,Right Side(R),16-24 ft.,18,158,99
Kathleen Doyle,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-67,76
Te'a Cooper,Restricted Area,Center(C),Less Than 8 ft.,3,-6,30
Tiffany Mitchell,Restricted Area,Center(C),Less Than 8 ft.,1,13,5
Kristine Anigwe,Restricted Area,Center(C),Less Than 8 ft.,2,-13,25
Riquna Williams,Left Corner 3,Left Side(L),24+ ft.,22,-229,7
Julie Allemand,Mid-Range,Left Side(L),16-24 ft.,19,-192,22
Riquna Williams,Above the Break 3,Right Side Center(RC),24+ ft.,25,148,212
Te'a Cooper,Above the Break 3,Left Side Center(LC),24+ ft.,24,-140,202
Tiffany Mitchell,In The Paint (Non-RA),Center(C),8-16 ft.,13,-65,119
Chelsea Gray,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,27,30
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,2,14,18
Riquna Williams,Above the Break 3,Left Side Center(LC),24+ ft.,25,-197,154
Riquna Williams,Above the Break 3,Center(C),24+ ft.,25,-13,253
Chelsea Gray,In The Paint (Non-RA),Center(C),8-16 ft.,14,71,126
Kristine Anigwe,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Nneka Ogwumike,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,48,46
Riquna Williams,Above the Break 3,Left Side(L),24+ ft.,22,-225,31
Nneka Ogwumike,In The Paint (Non-RA),Center(C),8-16 ft.,9,-17,98
Candice Dupree,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,45,36
Teaira McCowan,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-48,79
Nneka Ogwumike,Mid-Range,Right Side(R),16-24 ft.,17,147,88
Chelsea Gray,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,22
Teaira McCowan,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,18
Sydney Wiese,Left Corner 3,Left Side(L),24+ ft.,23,-232,12
Kelsey Mitchell,Above the Break 3,Left Side Center(LC),24+ ft.,24,-137,201
Nneka Ogwumike,Restricted Area,Center(C),Less Than 8 ft.,1,18,5
Kelsey Mitchell,Above the Break 3,Right Side(R),16-24 ft.,23,209,106
Nneka Ogwumike,Above the Break 3,Center(C),24+ ft.,24,39,238
Chelsea Gray,Mid-Range,Left Side(L),8-16 ft.,15,-154,1
Candace Parker,Restricted Area,Center(C),Less Than 8 ft.,2,14,18
Tiffany Mitchell,Above the Break 3,Left Side Center(LC),24+ ft.,24,-178,164
Kelsey Mitchell,Above the Break 3,Right Side Center(RC),24+ ft.,24,191,154
Chelsea Gray,Restricted Area,Center(C),Less Than 8 ft.,2,22,4
Te'a Cooper,Restricted Area,Center(C),Less Than 8 ft.,2,-21,-3
Kristine Anigwe,Restricted Area,Center(C),Less Than 8 ft.,1,15,13
Kelsey Mitchell,Mid-Range,Left Side(L),8-16 ft.,14,-146,6
Chelsea Gray,Restricted Area,Center(C),Less Than 8 ft.,3,22,26
Kathleen Doyle,Above the Break 3,Right Side Center(RC),24+ ft.,24,172,180
Riquna Williams,Above the Break 3,Right Side Center(RC),24+ ft.,24,111,224
Kelsey Mitchell,Above the Break 3,Center(C),24+ ft.,26,-74,253
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Kelsey Mitchell,Above the Break 3,Left Side Center(LC),24+ ft.,24,-112,215
Natalie Achonwa,In The Paint (Non-RA),Center(C),8-16 ft.,13,10,131
Te'a Cooper,Mid-Range,Right Side Center(RC),16-24 ft.,17,97,151
Kelsey Mitchell,Above the Break 3,Left Side(L),16-24 ft.,23,-193,138
Napheesa Collier,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-2,43
Leaonna Odom,Restricted Area,Center(C),Less Than 8 ft.,2,15,20
Damiris Dantas,Mid-Range,Left Side Center(LC),16-24 ft.,17,-98,149
Damiris Dantas,Above the Break 3,Right Side Center(RC),24+ ft.,24,167,177
Leaonna Odom,Restricted Area,Center(C),Less Than 8 ft.,1,15,4
Leaonna Odom,Restricted Area,Center(C),Less Than 8 ft.,2,25,14
Napheesa Collier,Restricted Area,Center(C),Less Than 8 ft.,2,17,15
Kiah Stokes,Above the Break 3,Center(C),24+ ft.,24,3,245
Crystal Dangerfield,Mid-Range,Right Side Center(RC),16-24 ft.,16,109,129
Lexie Brown,Above the Break 3,Left Side Center(LC),24+ ft.,25,-120,220
Layshia Clarendon,Restricted Area,Center(C),Less Than 8 ft.,1,-13,3
Kylee Shook,Mid-Range,Center(C),8-16 ft.,14,-1,147
Napheesa Collier,Restricted Area,Center(C),Less Than 8 ft.,2,22,11
Kayla Alexander,In The Paint (Non-RA),Center(C),8-16 ft.,14,-72,131
Jocelyn Willoughby,Mid-Range,Left Side Center(LC),16-24 ft.,20,-108,173
Odyssey Sims,Restricted Area,Center(C),Less Than 8 ft.,2,24,15
Napheesa Collier,Restricted Area,Center(C),Less Than 8 ft.,2,15,16
Napheesa Collier,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-67,63
Kylee Shook,Restricted Area,Center(C),Less Than 8 ft.,2,-12,25
Damiris Dantas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,23,48
Megan Walker,Above the Break 3,Left Side Center(LC),24+ ft.,28,-158,234
Joyner Holmes,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-34,30
Erica McCall,Restricted Area,Center(C),Less Than 8 ft.,3,-26,16
Lexie Brown,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-65,33
Damiris Dantas,Restricted Area,Center(C),Less Than 8 ft.,1,14,10
Amanda Zahui B,Above the Break 3,Left Side Center(LC),24+ ft.,24,-104,226
Crystal Dangerfield,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,68,76
Crystal Dangerfield,Restricted Area,Center(C),Less Than 8 ft.,3,28,19
Napheesa Collier,Above the Break 3,Right Side Center(RC),24+ ft.,24,156,186
Lexie Brown,Restricted Area,Center(C),Less Than 8 ft.,3,26,15
Bridget Carleton,Mid-Range,Left Side Center(LC),16-24 ft.,18,-96,163
Napheesa Collier,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,35,67
Kylee Shook,Above the Break 3,Right Side Center(RC),24+ ft.,24,102,227
Crystal Dangerfield,Restricted Area,Center(C),Less Than 8 ft.,2,-20,11
Jocelyn Willoughby,Restricted Area,Center(C),Less Than 8 ft.,3,23,25
Megan Walker,Above the Break 3,Left Side Center(LC),24+ ft.,24,-202,146
Jazmine Jones,Above the Break 3,Left Side Center(LC),24+ ft.,24,-91,224
Lexie Brown,Restricted Area,Center(C),Less Than 8 ft.,1,15,12
Crystal Dangerfield,Mid-Range,Center(C),16-24 ft.,16,-1,167
Crystal Dangerfield,Mid-Range,Center(C),8-16 ft.,15,-39,152
Mikiah Herbert Harrigan,Mid-Range,Center(C),16-24 ft.,20,50,199
Kayla Alexander,Restricted Area,Center(C),Less Than 8 ft.,2,-23,18
Amanda Zahui B,Restricted Area,Center(C),Less Than 8 ft.,2,-24,17
Crystal Dangerfield,Restricted Area,Center(C),Less Than 8 ft.,2,-4,28
Jazmine Jones,Restricted Area,Center(C),Less Than 8 ft.,1,14,12
Napheesa Collier,Above the Break 3,Center(C),24+ ft.,24,-47,245
Crystal Dangerfield,Mid-Range,Right Side Center(RC),16-24 ft.,16,83,145
Mikiah Herbert Harrigan,Mid-Range,Left Side Center(LC),16-24 ft.,17,-85,151
Crystal Dangerfield,Above the Break 3,Right Side Center(RC),24+ ft.,24,149,200
Jazmine Jones,Restricted Area,Center(C),Less Than 8 ft.,3,24,25
Mikiah Herbert Harrigan,Above the Break 3,Left Side Center(LC),24+ ft.,24,-135,210
Mikiah Herbert Harrigan,Mid-Range,Right Side Center(RC),16-24 ft.,20,69,197
Jazmine Jones,Restricted Area,Center(C),Less Than 8 ft.,2,24,12
Lexie Brown,Restricted Area,Center(C),Less Than 8 ft.,3,26,18
Kylee Shook,Mid-Range,Left Side(L),8-16 ft.,11,-86,76
Mikiah Herbert Harrigan,Mid-Range,Right Side Center(RC),16-24 ft.,20,74,196
A'ja Wilson,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,47,75
Myisha Hines-Allen,Above the Break 3,Left Side Center(LC),24+ ft.,24,-120,218
Tianna Hawkins,Restricted Area,Center(C),Less Than 8 ft.,3,25,27
Ariel Atkins,Mid-Range,Left Side(L),8-16 ft.,14,-123,77
Angel McCoughtry,Restricted Area,Center(C),Less Than 8 ft.,2,-13,18
Angel McCoughtry,Restricted Area,Center(C),Less Than 8 ft.,3,14,29
Leilani Mitchell,Restricted Area,Center(C),Less Than 8 ft.,3,26,19
Lindsay Allen,Restricted Area,Center(C),Less Than 8 ft.,2,-26,6
Kayla McBride,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,35,71
Sugar Rodgers,Above the Break 3,Right Side Center(RC),24+ ft.,24,217,104
Jackie Young,Restricted Area,Center(C),Less Than 8 ft.,3,25,17
Essence Carson,Above the Break 3,Left Side Center(LC),24+ ft.,27,-85,259
Dearica Hamby,Restricted Area,Center(C),Less Than 8 ft.,2,26,11
Dearica Hamby,Restricted Area,Center(C),Less Than 8 ft.,2,23,6
Dearica Hamby,Above the Break 3,Center(C),24+ ft.,24,32,244
Stella Johnson,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,60,99
Danielle Robinson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,17
Stella Johnson,Above the Break 3,Right Side Center(RC),24+ ft.,25,133,221
A'ja Wilson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-61,-21
Essence Carson,Restricted Area,Center(C),Less Than 8 ft.,2,16,14
Kayla McBride,Mid-Range,Center(C),16-24 ft.,21,23,210
Emma Meesseman,Mid-Range,Left Side(L),16-24 ft.,19,-195,-13
Tianna Hawkins,Mid-Range,Right Side(R),8-16 ft.,9,93,11
Kayla McBride,Restricted Area,Center(C),Less Than 8 ft.,2,23,-6
Tianna Hawkins,Above the Break 3,Left Side Center(LC),24+ ft.,26,-128,233
Lindsay Allen,Mid-Range,Left Side(L),8-16 ft.,14,-145,-21
A'ja Wilson,Restricted Area,Center(C),Less Than 8 ft.,2,-27,10
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,3,24,27
Angel McCoughtry,Above the Break 3,Left Side Center(LC),24+ ft.,24,-148,199
Lindsay Allen,Restricted Area,Center(C),Less Than 8 ft.,2,25,6
Leilani Mitchell,Right Corner 3,Right Side(R),24+ ft.,23,234,1
A'ja Wilson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,66,45
Ariel Atkins,Mid-Range,Center(C),16-24 ft.,17,3,173
Angel McCoughtry,Mid-Range,Left Side Center(LC),16-24 ft.,17,-109,142
Tianna Hawkins,Restricted Area,Center(C),Less Than 8 ft.,3,-33,16
Jackie Young,In The Paint (Non-RA),Center(C),8-16 ft.,11,16,110
Ariel Atkins,Mid-Range,Center(C),16-24 ft.,17,-11,174
Danielle Robinson,Restricted Area,Center(C),Less Than 8 ft.,2,-6,20
Ariel Atkins,Mid-Range,Left Side(L),16-24 ft.,16,-149,63
Jackie Young,Mid-Range,Right Side Center(RC),16-24 ft.,16,106,129
Sugar Rodgers,Above the Break 3,Right Side Center(RC),24+ ft.,24,96,222
Jackie Young,In The Paint (Non-RA),Center(C),8-16 ft.,11,37,114
Tianna Hawkins,Above the Break 3,Left Side Center(LC),24+ ft.,24,-100,222
Sugar Rodgers,Above the Break 3,Left Side(L),24+ ft.,24,-231,77
Dearica Hamby,Restricted Area,Center(C),Less Than 8 ft.,3,35,2
Essence Carson,Mid-Range,Center(C),8-16 ft.,14,-5,140
Jackie Young,Mid-Range,Right Side Center(RC),16-24 ft.,21,81,199
Alaina Coates,Restricted Area,Center(C),Less Than 8 ft.,2,-24,4
Alaina Coates,Restricted Area,Center(C),Less Than 8 ft.,2,-17,11
Alaina Coates,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Dearica Hamby,Restricted Area,Center(C),Less Than 8 ft.,3,25,27
Stella Johnson,Restricted Area,Center(C),Less Than 8 ft.,2,-25,11
Sugar Rodgers,Above the Break 3,Right Side(R),24+ ft.,23,224,62
Leilani Mitchell,Above the Break 3,Left Side Center(LC),16-24 ft.,22,-148,174
Ariel Atkins,Restricted Area,Center(C),Less Than 8 ft.,2,14,16
Dearica Hamby,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-37,28
Ariel Atkins,Above the Break 3,Left Side(L),24+ ft.,23,-225,64
Jackie Young,In The Paint (Non-RA),Center(C),8-16 ft.,15,74,136
Ariel Atkins,In The Paint (Non-RA),Center(C),8-16 ft.,8,4,87
Jackie Young,Mid-Range,Center(C),16-24 ft.,17,-39,173
Alaina Coates,Restricted Area,Center(C),Less Than 8 ft.,2,26,12
Cierra Burdick,Mid-Range,Center(C),16-24 ft.,16,-48,157
Danielle Robinson,Restricted Area,Center(C),Less Than 8 ft.,3,35,6
Myisha Hines-Allen,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,32,37
Elizabeth Williams,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,63,10
Courtney Williams,Mid-Range,Right Side(R),16-24 ft.,20,193,71
Allie Quigley,Mid-Range,Left Side(L),8-16 ft.,9,-86,34
Betnijah Laney,Restricted Area,Center(C),Less Than 8 ft.,3,17,29
Betnijah Laney,Restricted Area,Center(C),Less Than 8 ft.,3,-33,15
Monique Billings,Mid-Range,Right Side(R),16-24 ft.,17,168,59
Courtney Vandersloot,Mid-Range,Center(C),8-16 ft.,15,54,143
Stefanie Dolson,In The Paint (Non-RA),Center(C),8-16 ft.,8,-22,79
Cheyenne Parker,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-73,14
Cheyenne Parker,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,65,8
Courtney Williams,Mid-Range,Right Side(R),8-16 ft.,14,96,102
Allie Quigley,Mid-Range,Left Side Center(LC),16-24 ft.,16,-61,153
Cheyenne Parker,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-61,35
Glory Johnson,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,73,92
Cheyenne Parker,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-71,29
Allie Quigley,Above the Break 3,Right Side Center(RC),24+ ft.,26,167,205
Cheyenne Parker,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Glory Johnson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,13
Kahleah Copper,Above the Break 3,Left Side(L),24+ ft.,23,-231,40
Monique Billings,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,35,38
Gabby Williams,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,30,39
Shekinna Stricklen,Above the Break 3,Left Side Center(LC),24+ ft.,24,-187,160
Kahleah Copper,Above the Break 3,Right Side Center(RC),24+ ft.,25,216,132
Gabby Williams,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-54,15
Monique Billings,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-46,-1
Courtney Vandersloot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-62,25
Diamond DeShields,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,71,-5
Monique Billings,Restricted Area,Center(C),Less Than 8 ft.,3,-36,12
Courtney Williams,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-75,82
Kahleah Copper,Above the Break 3,Center(C),24+ ft.,25,-24,258
Elizabeth Williams,Restricted Area,Center(C),Less Than 8 ft.,3,14,36
Courtney Williams,Mid-Range,Right Side(R),8-16 ft.,13,93,96
Allie Quigley,In The Paint (Non-RA),Left Side(L),8-16 ft.,14,-78,117
Courtney Vandersloot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-51,15
Allie Quigley,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,64,77
Allie Quigley,Above the Break 3,Right Side(R),24+ ft.,23,224,81
Courtney Williams,Mid-Range,Left Side(L),8-16 ft.,13,-120,65
Betnijah Laney,Restricted Area,Center(C),Less Than 8 ft.,3,38,6
Courtney Williams,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,17
Cheyenne Parker,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,52,7
Courtney Vandersloot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,48,11
Kahleah Copper,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,40,23
Blake Dietrick,Above the Break 3,Left Side(L),24+ ft.,23,-224,76
Betnijah Laney,Mid-Range,Left Side(L),8-16 ft.,8,-87,20
Cheyenne Parker,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-53,35
Azurá Stevens,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-41,18
Courtney Vandersloot,In The Paint (Non-RA),Center(C),8-16 ft.,11,22,112
Azurá Stevens,Restricted Area,Center(C),Less Than 8 ft.,2,2,25
Monique Billings,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-59,38
Courtney Vandersloot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,48,18
Blake Dietrick,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-47,24
Blake Dietrick,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,30
Kalani Brown,Mid-Range,Left Side(L),8-16 ft.,10,-97,25
Stefanie Dolson,Above the Break 3,Left Side Center(LC),24+ ft.,25,-115,230
Diamond DeShields,Mid-Range,Left Side(L),8-16 ft.,14,-92,108
Diamond DeShields,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-30,69
Betnijah Laney,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,24,71
Courtney Williams,Mid-Range,Right Side Center(RC),16-24 ft.,18,117,148
Gabby Williams,Restricted Area,Center(C),Less Than 8 ft.,2,28,-1
Gabby Williams,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,11
Sydney Colson,Above the Break 3,Right Side Center(RC),24+ ft.,24,195,152
Ruthy Hebard,Mid-Range,Right Side(R),8-16 ft.,15,87,124
Alexis Jones,Mid-Range,Right Side Center(RC),16-24 ft.,17,82,154
Ruthy Hebard,Restricted Area,Center(C),Less Than 8 ft.,3,34,13
Sue Bird,Mid-Range,Left Side Center(LC),16-24 ft.,19,-74,177
Jasmine Thomas,Mid-Range,Center(C),16-24 ft.,20,-37,205
Jewell Loyd,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,26,48
Jasmine Thomas,Mid-Range,Left Side Center(LC),16-24 ft.,18,-112,148
Breanna Stewart,Mid-Range,Left Side(L),8-16 ft.,10,-86,56
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,2,25,5
Jasmine Thomas,Restricted Area,Center(C),Less Than 8 ft.,2,-24,4
Breanna Stewart,Above the Break 3,Right Side Center(RC),24+ ft.,24,125,214
Jasmine Thomas,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-69,68
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Ezi Magbegor,Restricted Area,Center(C),Less Than 8 ft.,2,22,9
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,3,33,19
Ezi Magbegor,Restricted Area,Center(C),Less Than 8 ft.,2,-25,5
Jewell Loyd,Mid-Range,Right Side Center(RC),16-24 ft.,16,96,136
Mercedes Russell,Restricted Area,Center(C),Less Than 8 ft.,3,-16,28
Natisha Hiedeman,Mid-Range,Left Side(L),16-24 ft.,20,-189,78
Breanna Stewart,Above the Break 3,Center(C),24+ ft.,24,-3,249
Briann January,Above the Break 3,Center(C),24+ ft.,25,-74,246
Jordin Canada,Restricted Area,Center(C),Less Than 8 ft.,2,20,10
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,2,12,25
Bria Holmes,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Jewell Loyd,Mid-Range,Left Side Center(LC),16-24 ft.,19,-100,163
Jasmine Thomas,Mid-Range,Right Side(R),16-24 ft.,18,170,76
Alyssa Thomas,Restricted Area,Center(C),Less Than 8 ft.,2,24,17
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,2,20,15
Alysha Clark,Above the Break 3,Left Side(L),24+ ft.,23,-231,34
Alyssa Thomas,Restricted Area,Center(C),Less Than 8 ft.,2,21,19
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,1,-13,12
Alysha Clark,Above the Break 3,Left Side Center(LC),24+ ft.,25,-143,209
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,2,-20,22
Jordin Canada,Restricted Area,Center(C),Less Than 8 ft.,2,-25,11
DeWanna Bonner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-38,17
Jewell Loyd,Restricted Area,Center(C),Less Than 8 ft.,2,27,7
Brionna Jones,Mid-Range,Left Side Center(LC),16-24 ft.,19,-96,174
Jewell Loyd,Above the Break 3,Left Side Center(LC),24+ ft.,25,-134,218
DeWanna Bonner,Mid-Range,Center(C),8-16 ft.,15,12,150
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,1,13,13
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,2,20,2
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,2,21,12
Jasmine Thomas,Restricted Area,Center(C),Less Than 8 ft.,2,19,15
Breanna Stewart,Above the Break 3,Left Side Center(LC),24+ ft.,24,-95,223
Sue Bird,Above the Break 3,Left Side Center(LC),24+ ft.,25,-143,212
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,1,11,15
Sue Bird,Mid-Range,Left Side(L),8-16 ft.,15,-109,116
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,2,22,15
Jasmine Thomas,Restricted Area,Center(C),Less Than 8 ft.,2,24,6
Sue Bird,Left Corner 3,Left Side(L),24+ ft.,23,-234,25
Jasmine Thomas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-43,42
Breanna Stewart,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-61,35
Sami Whitcomb,Above the Break 3,Left Side Center(LC),24+ ft.,40,-167,373
Ezi Magbegor,Restricted Area,Center(C),Less Than 8 ft.,3,24,18
Bria Holmes,Mid-Range,Right Side Center(RC),16-24 ft.,19,109,165
Kaleena Mosqueda-Lewis,Mid-Range,Right Side Center(RC),16-24 ft.,17,103,141
Jordin Canada,Restricted Area,Center(C),Less Than 8 ft.,2,-11,20
Jordin Canada,Restricted Area,Center(C),Less Than 8 ft.,2,-14,23
Bria Holmes,Mid-Range,Left Side(L),16-24 ft.,18,-172,75
Mercedes Russell,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-24,52
Kaleena Mosqueda-Lewis,Above the Break 3,Center(C),24+ ft.,23,-16,238
Breanna Stewart,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-28,30
Sue Bird,Above the Break 3,Right Side Center(RC),24+ ft.,25,132,217
Sami Whitcomb,Above the Break 3,Right Side Center(RC),24+ ft.,24,219,111
Theresa Plaisance,Above the Break 3,Right Side Center(RC),24+ ft.,24,206,124
Sami Whitcomb,Above the Break 3,Right Side(R),24+ ft.,23,231,30
Jacki Gemelos,Mid-Range,Left Side Center(LC),16-24 ft.,18,-94,160
Sami Whitcomb,Above the Break 3,Left Side Center(LC),24+ ft.,25,-167,196
Allisha Gray,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Arike Ogunbowale,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,45,23
Brittney Griner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-35,51
Brittney Griner,In The Paint (Non-RA),Center(C),8-16 ft.,10,-47,89
Brittney Griner,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Diana Taurasi,Above the Break 3,Left Side Center(LC),24+ ft.,24,-207,129
Arike Ogunbowale,Above the Break 3,Left Side(L),16-24 ft.,22,-197,113
Arike Ogunbowale,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Arike Ogunbowale,Above the Break 3,Left Side Center(LC),24+ ft.,24,-121,208
Brianna Turner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,28
Allisha Gray,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-33,38
Sophie Cunningham,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-54,24
Arike Ogunbowale,Mid-Range,Left Side Center(LC),16-24 ft.,18,-89,160
Brittney Griner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-13,41
Tyasha Harris,Restricted Area,Center(C),Less Than 8 ft.,3,37,11
Tyasha Harris,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-170,160
Bella Alarie,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,46,10
Nia Coffey,Above the Break 3,Left Side Center(LC),24+ ft.,26,-191,190
Allisha Gray,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,48,11
Nia Coffey,Above the Break 3,Right Side(R),24+ ft.,23,232,58
Bria Hartley,Above the Break 3,Right Side Center(RC),24+ ft.,25,159,196
Katie Lou Samuelson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-49,9
Allisha Gray,Restricted Area,Center(C),Less Than 8 ft.,2,-24,16
Brittney Griner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,69,40
Diana Taurasi,Above the Break 3,Left Side Center(LC),24+ ft.,24,-132,202
Isabelle Harrison,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-8,60
Katie Lou Samuelson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,15,54
Kia Vaughn,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,49,41
Diana Taurasi,Restricted Area,Center(C),Less Than 8 ft.,3,-26,15
Arike Ogunbowale,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-33,39
Skylar Diggins-Smith,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-57,38
Brianna Turner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,47,10
Skylar Diggins-Smith,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-42,28
Marina Mabrey,Above the Break 3,Right Side Center(RC),24+ ft.,26,136,223
Brittney Griner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,51,22
Allisha Gray,Above the Break 3,Center(C),24+ ft.,24,10,248
Brianna Turner,Restricted Area,Center(C),Less Than 8 ft.,3,2,37
Brittney Griner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,40,36
Allisha Gray,Above the Break 3,Right Side Center(RC),24+ ft.,23,222,90
Arike Ogunbowale,Above the Break 3,Left Side(L),16-24 ft.,22,-218,57
Arike Ogunbowale,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,19,43
Brittney Griner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,52,25
Marina Mabrey,Mid-Range,Center(C),8-16 ft.,15,-11,153
Skylar Diggins-Smith,Above the Break 3,Left Side(L),16-24 ft.,23,-205,118
Katie Lou Samuelson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,38,39
Katie Lou Samuelson,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-74,34
Skylar Diggins-Smith,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,18,38
Arike Ogunbowale,Above the Break 3,Left Side Center(LC),24+ ft.,24,-219,108
Brittney Griner,Restricted Area,Center(C),Less Than 8 ft.,3,9,34
Skylar Diggins-Smith,Above the Break 3,Right Side Center(RC),24+ ft.,24,152,189
